datetime,749,geo_id,geo_name
2023-01-01 00:00:00+01:00,-280.0,8741,Península
2023-01-01 01:00:00+01:00,-442.5,8741,Península
2023-01-01 02:00:00+01:00,-494.6,8741,Península
2023-01-01 03:00:00+01:00,-332.675,8741,Península
2023-01-01 04:00:00+01:00,-794.925,8741,Península
2023-01-01 05:00:00+01:00,-880.0,8741,Península
2023-01-01 06:00:00+01:00,-760.0,8741,Península
2023-01-01 07:00:00+01:00,-1202.325,8741,Península
2023-01-01 08:00:00+01:00,-969.4,8741,Península
2023-01-01 09:00:00+01:00,-629.025,8741,Península
2023-01-01 10:00:00+01:00,-127.5,8741,Península
2023-01-01 11:00:00+01:00,-105.0,8741,Península
2023-01-01 12:00:00+01:00,-435.0,8741,Península
2023-01-01 13:00:00+01:00,-902.5,8741,Península
2023-01-01 14:00:00+01:00,-817.5,8741,Península
2023-01-01 15:00:00+01:00,-287.5,8741,Península
2023-01-01 16:00:00+01:00,-685.0,8741,Península
2023-01-01 17:00:00+01:00,-385.0,8741,Península
2023-01-01 18:00:00+01:00,-212.5,8741,Península
2023-01-01 22:00:00+01:00,-305.0,8741,Península
2023-01-01 23:00:00+01:00,-870.0,8741,Península
2023-01-02 00:00:00+01:00,-877.5,8741,Península
2023-01-02 01:00:00+01:00,-1775.0,8741,Península
2023-01-02 02:00:00+01:00,-600.0,8741,Península
2023-01-02 06:00:00+01:00,-20.0,8741,Península
2023-01-02 07:00:00+01:00,-497.5,8741,Península
2023-01-02 08:00:00+01:00,-1017.5,8741,Península
2023-01-02 09:00:00+01:00,-1106.425,8741,Península
2023-01-02 10:00:00+01:00,-590.0,8741,Península
2023-01-02 11:00:00+01:00,-435.0,8741,Península
2023-01-02 12:00:00+01:00,-830.0,8741,Península
2023-01-02 13:00:00+01:00,-592.5,8741,Península
2023-01-02 14:00:00+01:00,-60.0,8741,Península
2023-01-02 15:00:00+01:00,-302.5,8741,Península
2023-01-02 16:00:00+01:00,-177.5,8741,Península
2023-01-02 17:00:00+01:00,-1160.0,8741,Península
