datetime,716,geo_id,geo_name
2023-01-01 11:45:00+01:00,475.88,8741,Península
2023-01-01 17:30:00+01:00,405.6,8741,Península
2023-01-01 17:45:00+01:00,821.6,8741,Península
2023-01-01 18:45:00+01:00,5331.0,8741,Península
2023-01-01 19:00:00+01:00,3375.0,8741,Península
2023-01-01 19:15:00+01:00,5653.9,8741,Península
2023-01-01 19:30:00+01:00,11813.15,8741,Península
2023-01-01 19:45:00+01:00,15925.65,8741,Península
2023-01-01 20:00:00+01:00,4093.5,8741,Península
2023-01-01 20:15:00+01:00,4103.5,8741,Península
2023-01-01 20:30:00+01:00,6162.75,8741,Península
2023-01-01 20:45:00+01:00,6162.75,8741,Península
2023-01-01 21:00:00+01:00,5935.58,8741,Península
2023-01-01 21:15:00+01:00,5921.08,8741,Península
2023-01-01 21:30:00+01:00,5906.58,8741,Península
2023-01-01 21:45:00+01:00,7943.33,8741,Península
2023-01-01 23:00:00+01:00,7067.38,8741,Península
2023-01-02 03:15:00+01:00,4962.65,8741,Península
2023-01-02 03:30:00+01:00,7920.0,8741,Península
2023-01-02 03:45:00+01:00,7920.0,8741,Península
2023-01-02 04:45:00+01:00,13117.5,8741,Península
2023-01-02 05:30:00+01:00,18500.0,8741,Península
2023-01-02 05:45:00+01:00,37990.8,8741,Península
2023-01-02 06:30:00+01:00,13483.8,8741,Península
2023-01-02 06:45:00+01:00,31358.55,8741,Península
2023-01-02 14:30:00+01:00,3381.13,8741,Península
2023-01-02 14:45:00+01:00,8665.65,8741,Península
2023-01-03 00:00:00+01:00,14257.95,8741,Península
2023-01-03 00:15:00+01:00,7210.5,8741,Península
2023-01-03 02:00:00+01:00,7379.4,8741,Península
2023-01-03 03:00:00+01:00,4200.0,8741,Península
2023-01-03 04:30:00+01:00,10975.5,8741,Península
2023-01-03 04:45:00+01:00,11100.6,8741,Península
2023-01-03 05:15:00+01:00,1802.25,8741,Península
2023-01-03 05:30:00+01:00,4970.8,8741,Península
2023-01-03 05:45:00+01:00,3353.63,8741,Península
2023-01-03 06:30:00+01:00,11152.0,8741,Península
2023-01-03 06:45:00+01:00,33312.7,8741,Península
2023-01-03 07:30:00+01:00,10580.0,8741,Península
2023-01-03 07:45:00+01:00,19103.5,8741,Península
2023-01-03 09:30:00+01:00,40624.65,8741,Península
2023-01-03 12:00:00+01:00,11034.25,8741,Península
2023-01-03 19:45:00+01:00,11783.88,8741,Península
2023-01-03 21:00:00+01:00,6913.0,8741,Península
2023-01-03 21:15:00+01:00,21738.0,8741,Península
2023-01-03 22:00:00+01:00,8302.5,8741,Península
2023-01-03 22:15:00+01:00,8405.78,8741,Península
2023-01-03 22:30:00+01:00,11562.5,8741,Península
2023-01-03 23:00:00+01:00,26071.63,8741,Península
2023-01-03 23:15:00+01:00,29138.88,8741,Península
2023-01-03 23:30:00+01:00,22586.25,8741,Península
2023-01-04 00:00:00+01:00,3373.98,8741,Península
2023-01-04 00:15:00+01:00,3312.65,8741,Península
2023-01-04 02:30:00+01:00,2569.25,8741,Península
2023-01-04 05:30:00+01:00,3546.55,8741,Península
2023-01-04 05:45:00+01:00,3716.65,8741,Península
2023-01-04 06:30:00+01:00,10360.0,8741,Península
2023-01-04 06:45:00+01:00,14678.1,8741,Península
2023-01-04 07:15:00+01:00,6693.75,8741,Península
2023-01-04 07:30:00+01:00,12656.25,8741,Península
2023-01-04 07:45:00+01:00,9856.0,8741,Península
2023-01-04 08:45:00+01:00,5992.6,8741,Península
2023-01-04 09:00:00+01:00,10667.25,8741,Península
2023-01-04 09:15:00+01:00,24725.75,8741,Península
2023-01-04 09:30:00+01:00,17378.25,8741,Península
2023-01-04 09:45:00+01:00,6615.0,8741,Península
2023-01-04 10:00:00+01:00,17931.2,8741,Península
2023-01-04 10:15:00+01:00,4748.0,8741,Península
2023-01-04 10:30:00+01:00,7845.5,8741,Península
2023-01-04 10:45:00+01:00,7801.95,8741,Península
2023-01-04 11:00:00+01:00,14662.5,8741,Península
2023-01-04 11:15:00+01:00,11574.53,8741,Península
2023-01-04 12:00:00+01:00,11264.15,8741,Península
2023-01-04 12:15:00+01:00,11400.0,8741,Península
2023-01-04 12:30:00+01:00,11400.0,8741,Península
2023-01-04 12:45:00+01:00,8299.9,8741,Península
2023-01-04 13:15:00+01:00,3031.33,8741,Península
2023-01-04 14:15:00+01:00,9300.0,8741,Península
2023-01-04 16:45:00+01:00,13074.43,8741,Península
2023-01-04 17:30:00+01:00,4599.5,8741,Península
2023-01-04 17:45:00+01:00,29695.5,8741,Península
2023-01-04 18:45:00+01:00,6000.0,8741,Península
2023-01-04 19:15:00+01:00,4293.85,8741,Península
2023-01-04 19:45:00+01:00,7186.95,8741,Península
2023-01-04 20:45:00+01:00,15533.88,8741,Península
2023-01-04 21:00:00+01:00,25016.25,8741,Península
2023-01-04 21:15:00+01:00,25016.25,8741,Península
2023-01-04 22:00:00+01:00,23901.5,8741,Península
2023-01-04 22:15:00+01:00,6012.5,8741,Península
2023-01-04 23:00:00+01:00,28417.4,8741,Península
2023-01-04 23:30:00+01:00,11115.0,8741,Península
2023-01-05 00:00:00+01:00,7016.1,8741,Península
2023-01-05 00:30:00+01:00,13912.5,8741,Península
2023-01-05 01:15:00+01:00,6514.95,8741,Península
2023-01-05 02:00:00+01:00,11993.3,8741,Península
2023-01-05 02:15:00+01:00,3508.05,8741,Península
2023-01-05 03:00:00+01:00,6863.58,8741,Península
2023-01-05 03:45:00+01:00,9704.7,8741,Península
2023-01-05 04:00:00+01:00,10414.8,8741,Península
2023-01-05 04:15:00+01:00,8046.95,8741,Península
2023-01-05 04:30:00+01:00,8046.95,8741,Península
2023-01-05 04:45:00+01:00,15211.2,8741,Península
2023-01-05 05:00:00+01:00,9941.4,8741,Península
2023-01-05 05:30:00+01:00,7613.6,8741,Península
2023-01-05 05:45:00+01:00,22599.2,8741,Península
2023-01-05 07:30:00+01:00,10854.68,8741,Península
2023-01-05 07:45:00+01:00,22869.7,8741,Península
2023-01-05 08:30:00+01:00,5062.5,8741,Península
2023-01-05 08:45:00+01:00,10193.25,8741,Península
2023-01-05 09:00:00+01:00,11743.9,8741,Península
